transaction_id,timestamp,account_number,amount,currency,transaction_type,description,status,channel
TX1000895,2025-03-18 03:08:18,14203974,667.08,GBP,DEPOSIT,"Fee for service from Virgin Media",FAILED,BRANCH
TX1000896,2025-04-03 21:27:32,71030820,11.84,GBP,EXCHANGE,"Standing order to British Airways",COMPLETED,ATM
TX1000897,2025-04-05 02:11:45,37649713,5.00,GBP,WITHDRAWAL,"Deposit from McDonald's",COMPLETED,TELEPHONE
TX1000898,2025-03-13 23:41:10,48211930,365.58,GBP,INTEREST,"Transfer to Premier Inn",PENDING,MOBILE
TX1000899,2025-03-11 05:16:42,59459532,45.95,AUD,TRANSFER,"Exchange to Barclays Bank",COMPLETED,STANDING_ORDER
TX1000900,2025-04-05 14:32:01,89313220,57.08,CAD,DEPOSIT,"International transfer to Vodafone UK",REFUNDED,TELEPHONE
TX1000901,2025-03-29 13:58:08,89017536,14.85,GBP,WITHDRAWAL,"In-store purchase at Thames Water",COMPLETED,DIRECT_DEBIT
TX1000902,2025-03-17 15:57:35,86527261,73.50,EUR,DEPOSIT,"Subscription payment to Marks & Spencer",CANCELLED,ONLINE
TX1000903,2025-03-10 08:55:14,55410107,72.01,CHF,INTEREST,"Bill payment to Thames Water",REFUNDED,BRANCH
TX1000904,2025-03-21 09:23:16,63146637,390.19,GBP,TRANSFER,"Payment to KFC",COMPLETED,ATM
TX1000905,2025-03-27 07:02:19,55655447,101.92,JPY,WITHDRAWAL,"International transfer to Lloyds Bank",PENDING,MOBILE
TX1000906,2025-04-07 08:11:29,87019910,679.05,JPY,TRANSFER,"Deposit from Vodafone UK",COMPLETED,MOBILE
TX1000907,2025-03-26 11:42:11,95811121,40.05,GBP,DEPOSIT,"Transfer to Transport for London",PENDING,MOBILE
TX1000908,2025-03-25 10:12:02,14821670,32.09,GBP,INTEREST,"Interest payment from Tesco",COMPLETED,ONLINE
TX1000909,2025-03-25 11:09:21,12550897,106.78,GBP,INTEREST,"Subscription payment to Uber",COMPLETED,BRANCH
TX1000910,2025-04-06 17:31:39,66803756,226.68,GBP,EXCHANGE,"Withdrawal for Starbucks",FAILED,TELEPHONE
TX1000911,2025-03-11 17:54:37,32994499,331.16,GBP,INTEREST,"Faster payment to ASOS",COMPLETED,MOBILE
TX1000912,2025-04-02 21:14:10,82776396,228.54,CHF,WITHDRAWAL,"Payment to Sainsbury's",COMPLETED,STANDING_ORDER
TX1000913,2025-03-24 21:20:54,92407158,12.60,AUD,DEPOSIT,"Faster payment to Nando's",PENDING,TELEPHONE
TX1000914,2025-03-31 13:30:24,47273606,435.10,GBP,DEPOSIT,"Fee for service from BT Group",COMPLETED,DIRECT_DEBIT
TX1000915,2025-04-06 07:09:54,74733564,17.45,CAD,PAYMENT,"Payment to Sainsbury's",PENDING,TELEPHONE
TX1000916,2025-03-16 18:14:20,57340891,34.50,USD,INTEREST,"Bill payment to Netflix",COMPLETED,TELEPHONE
TX1000917,2025-04-04 03:06:52,45622522,242.19,EUR,FEE,"Bill payment to McDonald's",FAILED,DIRECT_DEBIT
TX1000918,2025-03-18 14:57:15,61985456,24.67,CHF,WITHDRAWAL,"Direct debit for Uber",PENDING,DIRECT_DEBIT
TX1000919,2025-03-26 22:05:27,98716146,182.53,JPY,INTEREST,"In-store purchase at Netflix",REFUNDED,ONLINE
TX1000920,2025-03-21 21:41:58,20123160,41.28,EUR,FEE,"Exchange to Marks & Spencer",COMPLETED,MOBILE
TX1000921,2025-03-11 02:56:20,68903956,132.03,GBP,WITHDRAWAL,"Fee for service from Ryanair",COMPLETED,TELEPHONE
TX1000922,2025-03-29 16:16:50,93991799,146.00,GBP,TRANSFER,"Fee for service from Spotify",COMPLETED,BRANCH
TX1000923,2025-03-23 12:28:19,14025259,320.04,GBP,DEPOSIT,"Exchange to Vodafone UK",COMPLETED,DIRECT_DEBIT
TX1000924,2025-03-12 00:55:21,61406233,121.15,JPY,DEPOSIT,"Payment to EDF Energy",COMPLETED,BRANCH
TX1000925,2025-03-31 16:25:12,38228643,89.36,GBP,INTEREST,"In-store purchase at Deliveroo",COMPLETED,STANDING_ORDER
TX1000926,2025-03-12 18:03:39,66963156,5.00,GBP,INTEREST,"Subscription payment to EasyJet",COMPLETED,BRANCH
TX1000927,2025-04-07 20:42:56,73965770,727.26,EUR,WITHDRAWAL,"In-store purchase at EasyJet",COMPLETED,DIRECT_DEBIT
TX1000928,2025-04-07 15:05:22,55857201,278.95,GBP,FEE,"Subscription payment to Marks & Spencer",COMPLETED,TELEPHONE
TX1000929,2025-04-08 04:29:12,48106396,49.86,GBP,EXCHANGE,"Online purchase at British Gas",PENDING,DIRECT_DEBIT
TX1000930,2025-03-30 20:20:42,61979779,91.22,CAD,FEE,"Exchange to Vodafone UK",COMPLETED,DIRECT_DEBIT
TX1000931,2025-03-30 02:31:03,64374459,371.57,AUD,DEPOSIT,"Deposit from Sainsbury's",COMPLETED,TELEPHONE
TX1000932,2025-03-10 18:20:31,87655462,80.04,GBP,PAYMENT,"Bill payment to Nando's",COMPLETED,STANDING_ORDER
TX1000933,2025-04-05 00:51:28,25916374,860.04,JPY,WITHDRAWAL,"Direct debit for Spotify",COMPLETED,BRANCH
TX1000934,2025-03-31 15:36:20,38206148,163.69,GBP,TRANSFER,"In-store purchase at Boots",FAILED,DIRECT_DEBIT
TX1000935,2025-04-06 15:41:04,68742392,143.64,CHF,PAYMENT,"In-store purchase at Netflix",COMPLETED,DIRECT_DEBIT
TX1000936,2025-03-10 12:51:32,46043821,218.51,EUR,INTEREST,"Transfer to Boots",COMPLETED,ONLINE
TX1000937,2025-03-19 07:26:34,55243380,60.85,GBP,TRANSFER,"Payment to Boots",COMPLETED,BRANCH
TX1000938,2025-03-25 09:36:49,47721684,486.58,GBP,PAYMENT,"Transfer to Sainsbury's",COMPLETED,STANDING_ORDER
TX1000939,2025-03-18 17:46:24,87466367,313.62,GBP,DEPOSIT,"Standing order to Sainsbury's",CANCELLED,TELEPHONE
TX1000940,2025-03-19 02:40:48,88082582,133.59,GBP,PAYMENT,"Interest payment from Costa Coffee",COMPLETED,STANDING_ORDER
TX1000941,2025-03-21 05:09:16,30128493,165.97,CAD,FEE,"Subscription payment to British Airways",REFUNDED,TELEPHONE
TX1000942,2025-03-21 09:49:07,72692855,184.51,GBP,FEE,"Interest payment from Spotify",COMPLETED,ONLINE
TX1000943,2025-03-24 09:53:37,66391803,10.17,AUD,PAYMENT,"Online purchase at KFC",COMPLETED,BRANCH
TX1000944,2025-04-02 22:17:57,67979299,215.48,JPY,FEE,"Exchange to HSBC Bank",REFUNDED,TELEPHONE
TX1000945,2025-04-07 13:49:19,77217971,19.04,CHF,EXCHANGE,"Standing order to British Gas",COMPLETED,TELEPHONE
TX1000946,2025-03-24 01:53:29,36261930,191.17,CAD,FEE,"Withdrawal for Marks & Spencer",COMPLETED,BRANCH
TX1000947,2025-04-05 17:43:54,88566422,203.94,GBP,DEPOSIT,"Faster payment to Transport for London",COMPLETED,STANDING_ORDER
TX1000948,2025-03-11 12:22:45,72693578,5.00,GBP,DEPOSIT,"Standing order to Virgin Media",REFUNDED,ATM
TX1000949,2025-03-16 01:12:50,55169297,216.40,GBP,FEE,"Withdrawal for Pret A Manger",COMPLETED,TELEPHONE
TX1000950,2025-03-12 12:46:55,83935807,45.89,GBP,INTEREST,"Direct debit for BT Group",COMPLETED,TELEPHONE
TX1000951,2025-03-30 02:25:33,28411503,198.99,CHF,FEE,"Standing order to BT Group",COMPLETED,BRANCH
TX1000952,2025-03-17 17:50:59,98759672,268.66,AUD,FEE,"Deposit from HSBC Bank",COMPLETED,TELEPHONE
TX1000953,2025-03-24 14:44:39,44712484,476.61,CHF,EXCHANGE,"Bill payment to Premier Inn",COMPLETED,STANDING_ORDER
TX1000954,2025-03-26 12:11:58,94459744,73.39,GBP,PAYMENT,"Transfer to Tesco",COMPLETED,ATM
TX1000955,2025-03-13 14:50:12,65749741,27.74,CHF,INTEREST,"Bill payment to Ryanair",COMPLETED,MOBILE
TX1000956,2025-03-21 05:45:49,26650804,20.80,GBP,PAYMENT,"Deposit from Amazon UK",COMPLETED,DIRECT_DEBIT
TX1000957,2025-03-23 10:08:53,27752810,91.58,CHF,FEE,"Payment to Just Eat",COMPLETED,BRANCH
TX1000958,2025-04-04 20:19:56,76925471,100.80,GBP,WITHDRAWAL,"Withdrawal for Marks & Spencer",COMPLETED,ATM
TX1000959,2025-04-01 18:53:26,31670395,74.55,GBP,TRANSFER,"Withdrawal for Marks & Spencer",COMPLETED,BRANCH
TX1000960,2025-03-27 18:03:02,79208143,449.62,GBP,EXCHANGE,"Exchange to Marks & Spencer",REJECTED,STANDING_ORDER
TX1000961,2025-03-31 12:03:56,29534250,434.12,CHF,DEPOSIT,"Standing order to Costa Coffee",FAILED,MOBILE
TX1000962,2025-03-15 01:59:46,71919584,284.15,EUR,WITHDRAWAL,"Deposit from Deliveroo",PENDING,BRANCH
TX1000963,2025-04-06 10:41:06,68087919,175.70,JPY,WITHDRAWAL,"International transfer to Just Eat",COMPLETED,BRANCH
TX1000964,2025-04-01 21:59:50,39971874,195.01,EUR,WITHDRAWAL,"Bill payment to British Gas",COMPLETED,DIRECT_DEBIT
TX1000965,2025-03-28 12:47:41,58665581,412.46,CAD,DEPOSIT,"Direct debit for Boots",FAILED,ONLINE
TX1000966,2025-03-16 10:21:19,17378294,6.03,GBP,DEPOSIT,"Direct debit for Just Eat",PENDING,DIRECT_DEBIT
TX1000967,2025-03-17 03:17:03,63554823,10.62,CHF,INTEREST,"International transfer to EDF Energy",COMPLETED,MOBILE
TX1000968,2025-03-17 14:30:17,82659646,11.47,CAD,DEPOSIT,"Payment to BT Group",COMPLETED,DIRECT_DEBIT
TX1000969,2025-04-02 14:14:56,95464754,102.33,GBP,EXCHANGE,"Fee for service from Ryanair",COMPLETED,BRANCH
TX1000970,2025-03-13 04:43:39,13848173,32.10,GBP,EXCHANGE,"Standing order to John Lewis",COMPLETED,ONLINE
TX1000971,2025-03-22 16:05:54,23709228,281.65,EUR,INTEREST,"Deposit from Pret A Manger",COMPLETED,MOBILE
TX1000972,2025-03-29 10:23:24,77445176,137.58,GBP,TRANSFER,"International transfer to KFC",COMPLETED,BRANCH
TX1000973,2025-03-11 13:51:10,94366691,132.97,AUD,PAYMENT,"Fee for service from BT Group",CANCELLED,BRANCH
TX1000974,2025-03-22 07:37:20,71871131,247.71,JPY,DEPOSIT,"Exchange to Netflix",REJECTED,MOBILE
TX1000975,2025-04-04 15:37:51,71200749,380.77,GBP,TRANSFER,"Bill payment to BT Group",CANCELLED,DIRECT_DEBIT
TX1000976,2025-04-01 00:43:03,66670836,5.56,GBP,EXCHANGE,"Deposit from McDonald's",CANCELLED,BRANCH
TX1000977,2025-03-21 15:46:25,64361829,305.61,JPY,FEE,"Withdrawal for Starbucks",REJECTED,BRANCH
TX1000978,2025-03-23 01:40:30,44978162,8.33,GBP,INTEREST,"Exchange to Ryanair",COMPLETED,ONLINE
TX1000979,2025-03-31 21:32:20,91946260,53.66,GBP,PAYMENT,"Exchange to Sainsbury's",COMPLETED,TELEPHONE
TX1000980,2025-03-24 22:30:32,70816419,930.26,GBP,TRANSFER,"Transfer to Boots",COMPLETED,BRANCH
TX1000981,2025-03-14 06:58:46,10527521,64.64,GBP,FEE,"Faster payment to Amazon UK",REJECTED,BRANCH
TX1000982,2025-04-04 23:08:31,29997642,5.00,JPY,FEE,"Payment to Sainsbury's",COMPLETED,BRANCH
TX1000983,2025-03-14 09:08:19,47358227,76.53,GBP,EXCHANGE,"Faster payment to Marks & Spencer",COMPLETED,BRANCH
TX1000984,2025-03-21 12:09:02,78743733,150.31,USD,WITHDRAWAL,"Transfer to Netflix",COMPLETED,STANDING_ORDER
TX1000985,2025-03-12 07:40:05,79350060,403.89,GBP,FEE,"Deposit from Thames Water",COMPLETED,MOBILE
TX1000986,2025-03-19 11:13:47,14251466,50.97,GBP,FEE,"International transfer to Starbucks",COMPLETED,ATM
TX1000987,2025-03-30 00:31:40,36113434,163.90,GBP,PAYMENT,"Deposit from ASOS",COMPLETED,BRANCH
TX1000988,2025-03-20 13:26:16,59449676,14.33,GBP,PAYMENT,"Fee for service from Premier Inn",COMPLETED,DIRECT_DEBIT
TX1000989,2025-03-29 22:47:59,81471856,854.46,GBP,EXCHANGE,"Fee for service from Transport for London",COMPLETED,ATM
TX1000990,2025-03-15 06:29:46,52119391,545.64,GBP,INTEREST,"In-store purchase at Amazon UK",CANCELLED,TELEPHONE
TX1000991,2025-04-05 23:32:00,29868504,82.41,GBP,PAYMENT,"Direct debit for Deliveroo",COMPLETED,ONLINE
TX1000992,2025-03-19 18:22:56,69421219,65.13,JPY,TRANSFER,"Subscription payment to KFC",COMPLETED,DIRECT_DEBIT
TX1000993,2025-03-30 08:10:43,81552562,336.19,GBP,TRANSFER,"Standing order to Pret A Manger",REJECTED,ONLINE
TX1000994,2025-04-05 15:25:38,90792666,224.93,AUD,INTEREST,"Direct debit for Netflix",COMPLETED,MOBILE
TX1000995,2025-03-22 04:35:32,99396460,108.41,GBP,FEE,"Withdrawal for Premier Inn",COMPLETED,BRANCH
TX1000996,2025-03-31 10:35:02,12621362,440.12,GBP,EXCHANGE,"Interest payment from Premier Inn",COMPLETED,ATM
TX1000997,2025-03-25 03:53:31,48863758,236.00,CHF,DEPOSIT,"Subscription payment to Pret A Manger",COMPLETED,STANDING_ORDER
TX1000998,2025-03-25 21:13:59,39471137,251.91,GBP,EXCHANGE,"Faster payment to Sainsbury's",COMPLETED,ATM
TX1000999,2025-03-10 18:40:32,67205469,247.40,GBP,FEE,"In-store purchase at EasyJet",COMPLETED,MOBILE
TX1001000,2025-03-17 14:15:46,60713628,54.77,JPY,FEE,"Deposit from BT Group",COMPLETED,MOBILE
TX1001001,2025-03-26 17:35:14,39940370,135.47,JPY,PAYMENT,"Exchange to Amazon UK",COMPLETED,DIRECT_DEBIT
TX1001002,2025-03-28 16:44:53,57414574,5.00,GBP,PAYMENT,"Interest payment from Just Eat",PENDING,STANDING_ORDER
TX1001003,2025-03-27 00:58:37,44168928,148.20,GBP,DEPOSIT,"Online purchase at Vodafone UK",REJECTED,ONLINE
TX1001004,2025-04-05 07:57:54,43913886,14.91,GBP,TRANSFER,"Direct debit for Deliveroo",FAILED,BRANCH
TX1001005,2025-04-06 10:00:57,72518148,137.04,GBP,WITHDRAWAL,"In-store purchase at Barclays Bank",COMPLETED,ATM
TX1001006,2025-04-02 00:18:04,20237498,33.72,AUD,TRANSFER,"Fee for service from Transport for London",COMPLETED,STANDING_ORDER
TX1001007,2025-03-18 05:25:48,33078541,192.64,AUD,DEPOSIT,"Direct debit for Vodafone UK",COMPLETED,BRANCH
TX1001008,2025-03-24 14:34:38,34342797,57.15,CAD,WITHDRAWAL,"Faster payment to Transport for London",COMPLETED,DIRECT_DEBIT
TX1001009,2025-04-06 05:16:48,50117625,647.85,GBP,FEE,"Subscription payment to Amazon UK",COMPLETED,BRANCH
TX1001010,2025-04-02 04:54:02,94059202,192.15,CHF,PAYMENT,"Deposit from Boots",COMPLETED,ATM
TX1001011,2025-03-21 14:05:49,78490152,380.41,GBP,WITHDRAWAL,"Transfer to Sainsbury's",REFUNDED,BRANCH
TX1001012,2025-03-27 09:02:01,64565840,58.89,GBP,DEPOSIT,"Bill payment to NatWest Bank",COMPLETED,STANDING_ORDER
TX1001013,2025-03-29 08:08:17,89680903,318.78,GBP,DEPOSIT,"Deposit from Nando's",REFUNDED,ATM
TX1001014,2025-03-27 22:48:30,77709091,168.30,GBP,WITHDRAWAL,"Interest payment from John Lewis",COMPLETED,DIRECT_DEBIT
TX1001015,2025-03-28 01:43:26,24104724,202.33,CAD,FEE,"Bill payment to Spotify",COMPLETED,ATM
TX1001016,2025-03-27 19:19:41,85766402,37.52,JPY,DEPOSIT,"Bill payment to Transport for London",COMPLETED,BRANCH
TX1001017,2025-04-04 01:36:20,44242248,36.54,JPY,PAYMENT,"Interest payment from Barclays Bank",COMPLETED,DIRECT_DEBIT
TX1001018,2025-03-14 03:15:49,51973377,277.60,GBP,INTEREST,"Online purchase at Costa Coffee",COMPLETED,STANDING_ORDER
TX1001019,2025-04-07 14:40:32,14929086,187.31,USD,PAYMENT,"Subscription payment to EDF Energy",COMPLETED,BRANCH
TX1001020,2025-03-31 00:54:58,50879577,74.52,JPY,WITHDRAWAL,"Withdrawal for McDonald's",FAILED,DIRECT_DEBIT
TX1001021,2025-03-30 05:07:50,91386884,45.03,AUD,DEPOSIT,"Subscription payment to British Airways",FAILED,ATM
TX1001022,2025-03-21 19:56:38,77769923,288.93,GBP,TRANSFER,"Standing order to Lloyds Bank",COMPLETED,TELEPHONE
TX1001023,2025-03-14 10:27:41,93005484,437.35,AUD,PAYMENT,"Standing order to KFC",COMPLETED,DIRECT_DEBIT
TX1001024,2025-04-07 11:35:15,53984742,35.67,EUR,EXCHANGE,"Fee for service from Pret A Manger",COMPLETED,ONLINE
TX1001025,2025-03-18 15:06:52,25942775,11.93,GBP,TRANSFER,"Fee for service from British Airways",COMPLETED,STANDING_ORDER
TX1001026,2025-04-06 18:08:42,48463747,5.36,GBP,TRANSFER,"Faster payment to ASOS",COMPLETED,TELEPHONE
TX1001027,2025-03-12 20:48:27,62853947,44.61,GBP,PAYMENT,"Withdrawal for Sky UK",COMPLETED,TELEPHONE
TX1001028,2025-03-17 21:48:06,53517126,441.74,GBP,TRANSFER,"Subscription payment to British Airways",FAILED,DIRECT_DEBIT
TX1001029,2025-04-02 07:51:20,62510086,41.91,GBP,WITHDRAWAL,"Faster payment to Netflix",REFUNDED,TELEPHONE
TX1001030,2025-03-28 20:58:07,29826115,21.86,JPY,TRANSFER,"Standing order to Thames Water",COMPLETED,MOBILE
TX1001031,2025-03-15 01:59:47,95224747,448.21,AUD,EXCHANGE,"In-store purchase at Deliveroo",CANCELLED,TELEPHONE
TX1001032,2025-03-27 04:08:30,74021930,140.17,CAD,EXCHANGE,"Withdrawal for EasyJet",COMPLETED,TELEPHONE
TX1001033,2025-03-13 05:15:22,65140858,107.27,GBP,FEE,"Interest payment from Deliveroo",COMPLETED,STANDING_ORDER
TX1001034,2025-04-05 22:39:19,10006172,372.48,GBP,WITHDRAWAL,"Transfer to EDF Energy",COMPLETED,MOBILE
TX1001035,2025-03-13 17:58:26,19352405,246.96,AUD,TRANSFER,"Faster payment to Premier Inn",COMPLETED,DIRECT_DEBIT
TX1001036,2025-03-14 23:22:06,37403082,189.27,AUD,TRANSFER,"Faster payment to Netflix",COMPLETED,MOBILE
TX1001037,2025-03-25 14:51:51,61376009,642.33,GBP,TRANSFER,"Direct debit for Pret A Manger",CANCELLED,BRANCH
TX1001038,2025-03-27 10:24:00,35094280,777.24,GBP,EXCHANGE,"Interest payment from Pret A Manger",COMPLETED,ONLINE
TX1001039,2025-03-20 12:58:49,90561274,128.75,GBP,TRANSFER,"Fee for service from John Lewis",CANCELLED,DIRECT_DEBIT
TX1001040,2025-03-20 07:20:41,14088416,139.54,USD,WITHDRAWAL,"In-store purchase at John Lewis",COMPLETED,ATM
TX1001041,2025-04-02 14:52:32,41302498,498.22,GBP,PAYMENT,"International transfer to Spotify",FAILED,ONLINE
TX1001042,2025-04-04 11:44:38,19147825,80.12,GBP,WITHDRAWAL,"In-store purchase at Boots",COMPLETED,BRANCH
TX1001043,2025-03-19 19:29:36,62297785,62.93,CHF,TRANSFER,"Withdrawal for Boots",REFUNDED,BRANCH
TX1001044,2025-03-15 20:55:38,89938347,37.48,GBP,FEE,"Interest payment from NatWest Bank",COMPLETED,STANDING_ORDER
TX1001045,2025-03-10 07:03:27,34392596,5.00,GBP,INTEREST,"International transfer to British Airways",COMPLETED,MOBILE
TX1001046,2025-03-19 00:12:01,66933317,720.67,GBP,EXCHANGE,"Interest payment from Sainsbury's",REFUNDED,ATM
TX1001047,2025-03-31 20:08:34,56911874,64.35,CHF,FEE,"Deposit from EDF Energy",COMPLETED,DIRECT_DEBIT
TX1001048,2025-03-29 00:00:54,51028316,181.98,GBP,PAYMENT,"In-store purchase at Netflix",COMPLETED,TELEPHONE
TX1001049,2025-03-31 13:08:28,80616495,32.13,CHF,EXCHANGE,"Faster payment to Uber",REFUNDED,BRANCH
TX1001050,2025-04-02 10:27:27,74972939,133.60,CAD,PAYMENT,"Online purchase at Lloyds Bank",COMPLETED,ATM
TX1001051,2025-03-31 16:07:08,94195598,156.05,GBP,WITHDRAWAL,"Interest payment from Tesco",REJECTED,TELEPHONE
TX1001052,2025-04-02 23:29:01,31686465,502.05,GBP,WITHDRAWAL,"Online purchase at Virgin Media",COMPLETED,BRANCH
TX1001053,2025-04-07 06:09:53,92534143,13.00,EUR,DEPOSIT,"Bill payment to Sainsbury's",COMPLETED,STANDING_ORDER
TX1001054,2025-03-12 21:01:58,96193905,1568.73,AUD,PAYMENT,"Standing order to Vodafone UK",COMPLETED,ONLINE
TX1001055,2025-03-18 19:26:48,28405812,5.00,CHF,DEPOSIT,"Direct debit for Amazon UK",PENDING,MOBILE
TX1001056,2025-03-30 12:21:37,70234956,153.55,CAD,FEE,"Payment to Premier Inn",COMPLETED,BRANCH
TX1001057,2025-04-04 13:51:40,18219114,57.62,JPY,EXCHANGE,"Transfer to Deliveroo",COMPLETED,ATM
TX1001058,2025-03-11 05:01:17,22111250,323.40,GBP,PAYMENT,"Withdrawal for Amazon UK",REJECTED,ATM
TX1001059,2025-03-27 12:34:08,59513266,338.88,GBP,FEE,"Subscription payment to Deliveroo",COMPLETED,TELEPHONE
TX1001060,2025-03-14 02:11:40,91324928,146.97,GBP,TRANSFER,"Deposit from Pret A Manger",COMPLETED,MOBILE
TX1001061,2025-03-25 03:17:45,53746400,20.01,JPY,INTEREST,"Interest payment from Nando's",COMPLETED,BRANCH
TX1001062,2025-03-18 12:28:46,59529118,157.70,CHF,TRANSFER,"Subscription payment to Just Eat",COMPLETED,ONLINE
TX1001063,2025-03-13 03:11:43,23565189,145.01,GBP,EXCHANGE,"Online purchase at KFC",COMPLETED,DIRECT_DEBIT
TX1001064,2025-03-26 18:37:56,16689012,164.29,GBP,EXCHANGE,"Exchange to Vodafone UK",COMPLETED,MOBILE
TX1001065,2025-03-29 20:30:03,16661389,343.90,CHF,FEE,"Standing order to Thames Water",COMPLETED,TELEPHONE
TX1001066,2025-03-26 10:42:23,75908473,39.59,USD,DEPOSIT,"Bill payment to Starbucks",PENDING,MOBILE
TX1001067,2025-04-02 10:11:15,58673271,180.62,GBP,PAYMENT,"Fee for service from British Airways",COMPLETED,MOBILE
TX1001068,2025-03-26 05:43:49,45460286,5.97,JPY,FEE,"Standing order to Sainsbury's",CANCELLED,STANDING_ORDER
TX1001069,2025-03-15 11:20:27,58698317,48.42,GBP,WITHDRAWAL,"Direct debit for Marks & Spencer",COMPLETED,TELEPHONE
TX1001070,2025-03-24 20:36:30,31860051,41.76,GBP,TRANSFER,"Faster payment to NatWest Bank",COMPLETED,TELEPHONE
TX1001071,2025-04-07 11:18:24,18339373,98.12,USD,DEPOSIT,"Fee for service from Tesco",COMPLETED,BRANCH
TX1001072,2025-04-04 15:08:25,43257365,5.00,AUD,DEPOSIT,"Direct debit for NatWest Bank",FAILED,BRANCH
TX1001073,2025-03-19 07:25:18,20873482,73.08,GBP,EXCHANGE,"Standing order to NatWest Bank",COMPLETED,DIRECT_DEBIT
TX1001074,2025-03-10 07:45:11,87332428,473.80,GBP,WITHDRAWAL,"Bill payment to Amazon UK",COMPLETED,ONLINE
TX1001075,2025-03-18 08:45:06,98761792,384.04,JPY,DEPOSIT,"International transfer to British Airways",COMPLETED,ONLINE
TX1001076,2025-04-07 06:12:38,68605010,51.93,CHF,WITHDRAWAL,"Exchange to John Lewis",COMPLETED,BRANCH
TX1001077,2025-03-24 00:52:23,41134954,111.80,JPY,FEE,"Standing order to Deliveroo",CANCELLED,ATM
TX1001078,2025-04-07 08:32:17,79233224,5.34,GBP,INTEREST,"Withdrawal for Nando's",COMPLETED,ATM
TX1001079,2025-04-03 08:36:44,17887809,32.50,GBP,DEPOSIT,"Standing order to British Gas",COMPLETED,DIRECT_DEBIT
TX1001080,2025-04-03 08:58:36,35088665,189.23,GBP,FEE,"Exchange to Netflix",COMPLETED,ONLINE
TX1001081,2025-03-21 11:41:24,24359620,69.46,CHF,WITHDRAWAL,"International transfer to John Lewis",COMPLETED,DIRECT_DEBIT
TX1001082,2025-03-27 17:33:30,41228208,706.76,GBP,EXCHANGE,"Subscription payment to Premier Inn",COMPLETED,MOBILE
TX1001083,2025-04-07 06:21:05,17643263,52.26,USD,INTEREST,"Deposit from Sainsbury's",FAILED,MOBILE
TX1001084,2025-03-11 21:05:13,20288909,22.01,GBP,DEPOSIT,"Bill payment to ASOS",COMPLETED,ONLINE
TX1001085,2025-03-25 17:21:17,27098754,56.34,GBP,INTEREST,"Deposit from Spotify",REFUNDED,DIRECT_DEBIT
TX1001086,2025-03-10 11:38:46,52512283,49.04,EUR,WITHDRAWAL,"International transfer to Just Eat",COMPLETED,BRANCH
TX1001087,2025-03-26 16:06:23,63962730,33.28,GBP,PAYMENT,"Exchange to Amazon UK",COMPLETED,TELEPHONE
TX1001088,2025-03-17 15:54:28,63006522,16.85,CHF,WITHDRAWAL,"Online purchase at Transport for London",COMPLETED,ATM
TX1001089,2025-03-16 19:38:06,99638266,92.10,GBP,INTEREST,"In-store purchase at BT Group",COMPLETED,MOBILE
TX1001090,2025-03-17 11:00:18,98500019,637.93,CHF,WITHDRAWAL,"Online purchase at BT Group",PENDING,MOBILE
TX1001091,2025-04-03 19:19:53,28643746,16.04,AUD,WITHDRAWAL,"Standing order to British Airways",PENDING,STANDING_ORDER
TX1001092,2025-03-21 04:55:39,89281563,62.47,GBP,DEPOSIT,"Faster payment to Sainsbury's",COMPLETED,BRANCH
TX1001093,2025-03-14 05:21:38,84335720,176.77,GBP,FEE,"Payment to McDonald's",COMPLETED,ONLINE
TX1001094,2025-04-05 04:17:03,34415290,183.25,CHF,EXCHANGE,"Withdrawal for Barclays Bank",COMPLETED,ONLINE
TX1001095,2025-04-03 22:12:39,41795392,163.63,GBP,INTEREST,"Direct debit for Deliveroo",COMPLETED,BRANCH
TX1001096,2025-04-06 07:47:36,96145639,54.95,USD,WITHDRAWAL,"Fee for service from British Airways",COMPLETED,ONLINE
TX1001097,2025-04-08 08:31:34,62712781,178.97,USD,INTEREST,"Withdrawal for HSBC Bank",PENDING,STANDING_ORDER
TX1001098,2025-03-29 02:30:14,40732917,79.17,GBP,INTEREST,"Transfer to Vodafone UK",COMPLETED,ONLINE
TX1001099,2025-03-15 22:35:02,37640942,110.70,GBP,WITHDRAWAL,"Transfer to Pret A Manger",REJECTED,BRANCH
TX1001100,2025-04-06 03:37:10,82118279,29.22,AUD,EXCHANGE,"Standing order to Deliveroo",COMPLETED,BRANCH
TX1001101,2025-03-28 21:26:37,26018343,244.81,JPY,INTEREST,"In-store purchase at Starbucks",COMPLETED,BRANCH
TX1001102,2025-04-01 11:25:56,71275420,37.88,GBP,DEPOSIT,"Standing order to EasyJet",COMPLETED,ATM
TX1001103,2025-04-04 00:40:31,33038606,111.36,GBP,DEPOSIT,"Exchange to Starbucks",PENDING,BRANCH
TX1001104,2025-04-05 13:29:28,92885547,212.90,AUD,DEPOSIT,"International transfer to Deliveroo",COMPLETED,STANDING_ORDER
TX1001105,2025-03-17 03:15:41,68937526,27.49,CHF,WITHDRAWAL,"Payment to Starbucks",COMPLETED,TELEPHONE
TX1001106,2025-03-12 14:59:08,16833563,308.42,GBP,TRANSFER,"Faster payment to Tesco",REFUNDED,DIRECT_DEBIT
TX1001107,2025-03-26 12:31:35,98843366,317.71,GBP,TRANSFER,"Direct debit for Transport for London",COMPLETED,MOBILE
